ma_hoc_sinh,so_thich,ky_nang
SV0834,"chạy thử chatbot, tập gym, tự học SQL, xem phim, tham gia workshop chuyên ngành","kiểm thử bảo mật, quản lý logistics và chuỗi cung ứng, phát hiện lỗ hổng OWASP, ứng dụng hệ thống CRM, viết báo cáo"
SV0835,"nghe nhạc indie, tập gym, chơi game giải đố, làm video dạng slide ngắn, lập kế hoạch học tập","hiểu cấu trúc dữ liệu & giải thuật, thiết kế UI/UX cho website, phân tích log hệ thống, trình bày báo cáo, viết nội dung marketing"
SV0836,"thiết kế poster, viết blog cá nhân, xem phim sci-fi, xem vlog du học ngành IT, nghe podcast UX/UI","phân tích log hệ thống, quản lý logistics và chuỗi cung ứng, phát hiện lỗ hổng OWASP, giao tiếp hiệu quả, phân tích hành vi du lịch và giải trí"
SV0837,"thử các quán cà phê mới, xem livestream hackathon, viết nhật ký phát triển bản thân, chơi Rubik, xem video TEDx","thiết kế truyền thông đa phương tiện, phát hiện lỗ hổng OWASP, ứng dụng hệ thống CRM, quản lý đổi mới sáng tạo trong doanh nghiệp, quản lý mật khẩu an toàn"
SV0838,"thiết kế CV cá nhân đẹp, xem phim, tự học SQL, tập gym, xem livestream hackathon","giao dịch chứng khoán, vận hành hệ thống thương mại điện tử, làm việc nhóm, phân tích hành vi du lịch và giải trí, mã hóa dữ liệu cơ bản"
SV0839,"nghe nhạc indie, luyện kỹ năng phản biện, thiền và yoga, lập kế hoạch học tập, làm portfolio online","ứng dụng hệ thống CRM, viết tài liệu SRS, phân tích dữ liệu cho kinh doanh, lập trình Python, quản lý logistics và chuỗi cung ứng"
SV0840,"học kỹ năng nói trước đám đông, đọc sách self-help, nấu ăn healthy, xem livestream hackathon, viết nhật ký phát triển bản thân","phân tích hành vi người dùng, trình bày báo cáo, lập trình Python, phân tích dữ liệu cho kinh doanh, quản lý đơn hàng"
SV0841,"du lịch, viết content cho mạng xã hội, thể thao, vẽ giao diện app, thiết kế CV cá nhân đẹp","giao tiếp hiệu quả, ứng dụng hệ thống CRM, quản lý dự án sáng tạo, lập trình Java, xây dựng hệ thống hỗ trợ ra quyết định"
SV0842,"làm portfolio online, viết content cho mạng xã hội, chơi nhạc cụ, nghe podcast UX/UI, viết báo cáo kỹ thuật","tư duy phản biện, quản lý dự án sáng tạo, phân tích hành vi người dùng, kế toán tài chính doanh nghiệp, làm việc nhóm"
SV0843,"chạy bộ Strava, làm đồ handmade, thể thao, thiết kế poster, đọc sách","giao dịch chứng khoán, thiết kế truyền thông đa phương tiện, tích hợp tài chính công nghệ (FinTech), tự động hóa quy trình bằng điều khiển thông minh, tạo báo cáo với Power BI"
SV0844,"đọc sách self-help, xem livestream hackathon, tìm hiểu Blockchain, lập kế hoạch học tập, follow các dev trên YouTube","quản trị nhân lực hiện đại, thiết kế UI/UX cho website, vận hành hệ thống thương mại điện tử, kiểm toán nội bộ và bên ngoài, tư duy phản biện"
SV0845,"tìm hiểu AI, vẽ tranh, xem livestream hackathon, vẽ tranh tay, tập vẽ tay","phân tích luật kinh tế và kinh doanh quốc tế, quản lý đơn hàng, xây dựng mô hình học máy nâng cao, ứng dụng hệ thống CRM, vận hành hệ thống thương mại điện tử"
SV0846,"xây web cá nhân, nghe lo-fi khi code, xem video phân tích dữ liệu, quay Tiktok chia sẻ kiến thức, chơi nhạc cụ","xây dựng hệ thống an toàn thông tin doanh nghiệp, ứng dụng hệ thống CRM, chạy quảng cáo cơ bản, quản lý quỹ đầu tư, phân tích hành vi người dùng"
SV0847,"nghe podcast UX/UI, vẽ digital art, nghe nhạc indie, xem video phân tích dữ liệu, viết truyện ngắn","quản lý logistics và chuỗi cung ứng, xây dựng mô hình học máy nâng cao, lập trình Java, viết báo cáo, vẽ quy trình BPMN"
SV0848,"quay Tiktok chia sẻ kiến thức, theo dõi các trang TechCrunch, Hacker News, follow các dev trên YouTube, nghe lo-fi khi code, tìm hiểu AI","quản lý quỹ đầu tư, xây dựng hệ thống an toàn thông tin doanh nghiệp, quản trị nông nghiệp và bền vững, quản trị nhân lực hiện đại, vẽ biểu đồ với Matplotlib"
SV0849,"vẽ giao diện app, trồng cây mini trong phòng, vẽ digital art, chụp ảnh sản phẩm, làm video dạng slide ngắn","ứng dụng trí tuệ nhân tạo trong kinh doanh, làm việc với Git, phân tích hình ảnh và video trong truyền thông số, giao dịch chứng khoán, kiến trúc đô thị thông minh"
SV0850,"chụp ảnh sản phẩm, nghe nhạc indie, học ngoại ngữ mới, xem phim, học nhảy trên YouTube","kiểm toán nội bộ và bên ngoài, chạy quảng cáo cơ bản, thực hành CTF cơ bản, quản trị hệ thống Linux, quản trị nhân lực hiện đại"
SV0851,"nghe lo-fi khi code, chia sẻ kiến thức trên LinkedIn, tìm hiểu AI, vẽ giao diện app, làm video dạng slide ngắn","phân tích dữ liệu định lượng, phân tích rủi ro tài chính, giao tiếp hiệu quả, phân tích log hệ thống, xây dựng mô hình học máy nâng cao"
SV0852,"viết content cho mạng xã hội, thiết kế poster, xem phim sci-fi, tìm hiểu Blockchain, chơi game giải đố","phân tích luật kinh tế và kinh doanh quốc tế, trình bày báo cáo, tạo báo cáo với Power BI, quản trị hệ thống Linux, viết nội dung marketing"
SV0853,"tự học SQL, tìm hiểu AI, nghe lo-fi khi code, xem phim sci-fi, làm đồ handmade","giao dịch chứng khoán, lập trình Python, phân tích nghiệp vụ, xử lý dữ liệu với Pandas, phát hiện lỗ hổng OWASP"
SV0854,"viết truyện ngắn, thể thao, chơi game mô phỏng (SimCity, Factorio...), làm video dạng slide ngắn, chạy thử chatbot","phân tích dữ liệu cho kinh doanh, phân tích rủi ro tài chính, phân tích hình ảnh và video trong truyền thông số, phân tích dữ liệu định lượng, lập kế hoạch thuế và khai thuế"
SV0855,"tìm hiểu Blockchain, viết blog cá nhân, đọc sách self-help, học ngoại ngữ mới, thử các quán cà phê mới","mã hóa dữ liệu cơ bản, quản trị hệ thống Linux, tạo báo cáo với Power BI, kiểm thử bảo mật, phân tích hành vi du lịch và giải trí"
SV0856,"chơi game giải đố, luyện kỹ năng phản biện, viết truyện ngắn, thể thao, cắm trại","xây dựng hệ thống an toàn thông tin doanh nghiệp, quản lý đổi mới sáng tạo trong doanh nghiệp, hiểu cấu trúc dữ liệu & giải thuật, quản lý quỹ đầu tư, quản trị nhân lực hiện đại"
SV0857,"tìm hiểu Blockchain, xem video TEDx, xem vlog du học ngành IT, nghe podcast UX/UI, đọc sách self-help","tạo báo cáo với Power BI, quản trị nhân lực hiện đại, quản trị hệ thống Linux, lập trình Java, triển khai ứng dụng web"
SV0858,"viết blog công nghệ, cắm trại, trồng cây mini trong phòng, tập vẽ tay, viết nhật ký phát triển bản thân","quản lý gian hàng online, làm việc với Git, làm việc nhóm, hiểu mô hình ERP, thiết kế truyền thông đa phương tiện"
SV0859,"sưu tầm đồ công nghệ, thiết kế CV cá nhân đẹp, viết blog cá nhân, chạy bộ Strava, chơi game","kế toán tài chính doanh nghiệp, kiến trúc đô thị thông minh, xây dựng hệ thống an toàn thông tin doanh nghiệp, xử lý dữ liệu với Pandas, lập trình Python"
SV0860,"vẽ digital art, học nhảy trên YouTube, chạy bộ Strava, tham gia workshop chuyên ngành, chơi game mô phỏng (SimCity, Factorio...)","quản trị hệ thống Linux, kiểm thử bảo mật, quản lý mật khẩu an toàn, xây dựng hệ thống hỗ trợ ra quyết định, quản lý thời gian"
SV0861,"tập gym, chơi game giải đố, viết blog công nghệ, xây web cá nhân, xem video TEDx","vẽ quy trình BPMN, xây dựng mô hình học máy nâng cao, vận hành hệ thống thương mại điện tử, lập trình Python, quản lý logistics và chuỗi cung ứng"
SV0862,"làm đồ handmade, theo dõi các trang TechCrunch, Hacker News, follow các dev trên YouTube, thiền và yoga, nghe nhạc indie","viết báo cáo, quản trị nông nghiệp và bền vững, thiết kế truyền thông đa phương tiện, định giá tài sản, hiểu mô hình ERP"
SV0863,"âm nhạc, làm video dạng slide ngắn, xem phân tích case startup, đọc sách, tập gym","hiểu cấu trúc dữ liệu & giải thuật, thiết kế trải nghiệm sự kiện, giao tiếp hiệu quả, phát hiện lỗ hổng OWASP, tư duy phản biện"
SV0864,"làm đồ handmade, follow fashion tech trends, tham gia workshop chuyên ngành, vẽ digital art, tập vẽ tay","phân tích log hệ thống, thiết kế truyền thông đa phương tiện, xử lý dữ liệu với Pandas, làm việc với Git, hiểu mô hình ERP"
SV0865,"viết content cho mạng xã hội, tập vẽ tay, trồng cây mini trong phòng, chia sẻ kiến thức trên LinkedIn, viết blog cá nhân","viết truy vấn SQL, ứng dụng trí tuệ nhân tạo trong kinh doanh, quản lý gian hàng online, phân tích dữ liệu định lượng, xây dựng hệ thống hỗ trợ ra quyết định"
SV0866,"thể thao, viết content cho mạng xã hội, chạy thử chatbot, xem vlog du học ngành IT, học ngoại ngữ mới","phân tích nghiệp vụ, lập kế hoạch thuế và khai thuế, vận hành hệ thống thương mại điện tử, quản lý thời gian, phân tích dữ liệu định lượng"
SV0867,"học ngoại ngữ mới, cắm trại, trồng cây mini trong phòng, lập kế hoạch học tập, chơi game giải đố","viết báo cáo, phân tích hành vi người dùng, quản lý đổi mới sáng tạo trong doanh nghiệp, ứng dụng trí tuệ nhân tạo trong kinh doanh, quản lý quỹ đầu tư"
SV0868,"thử các quán cà phê mới, vọc Python, nghe lo-fi khi code, thể thao, cắm trại","làm việc với Git, vẽ biểu đồ với Matplotlib, tích hợp tài chính công nghệ (FinTech), ứng dụng hệ thống CRM, viết nội dung marketing"
SV0869,"xem vlog du học ngành IT, chơi game mô phỏng (SimCity, Factorio...), vọc Python, quay Tiktok chia sẻ kiến thức, thể thao","phân tích dữ liệu cho kinh doanh, xây dựng hệ thống an toàn thông tin doanh nghiệp, tư duy phản biện, kiến trúc đô thị thông minh, ứng dụng trí tuệ nhân tạo trong kinh doanh"
SV0870,"đọc sách self-help, chơi game, tìm hiểu AI, quay Tiktok chia sẻ kiến thức, chơi game giải đố","quản lý đơn hàng, kế toán tài chính doanh nghiệp, quản lý gian hàng online, quản lý logistics và chuỗi cung ứng, phát hiện lỗ hổng OWASP"
SV0871,"lập kế hoạch học tập, viết blog cá nhân, chơi Rubik, nghe nhạc indie, làm đồ handmade","ứng dụng hệ thống CRM, tạo dashboard KPI, giao tiếp hiệu quả, phân tích rủi ro tài chính, làm việc nhóm"
SV0872,"vẽ digital art, thử dựng infographic, học nhảy trên YouTube, chơi game mô phỏng (SimCity, Factorio...), thiền và yoga","viết truy vấn SQL, lập trình Python, tích hợp tài chính công nghệ (FinTech), kiến trúc đô thị thông minh, lập kế hoạch thuế và khai thuế"
SV0873,"vẽ tranh, tập gym, xem phân tích case startup, làm đồ handmade, vọc Python","quản trị nhân lực hiện đại, phân tích hành vi du lịch và giải trí, tư duy phản biện, tích hợp tài chính công nghệ (FinTech), xây dựng hệ thống an toàn thông tin doanh nghiệp"
SV0874,"đọc sách self-help, viết nhật ký phát triển bản thân, follow các dev trên YouTube, tìm hiểu AI, nghe nhạc indie","tư duy phản biện, quản trị nhân lực hiện đại, kiểm toán nội bộ và bên ngoài, làm việc nhóm, xử lý dữ liệu với Pandas"
SV0875,"nấu ăn healthy, nghe lo-fi khi code, chơi game giải đố, đọc sách self-help, thiết kế poster","viết truy vấn SQL, kiểm thử bảo mật, lập kế hoạch thuế và khai thuế, tự động hóa quy trình bằng điều khiển thông minh, phân tích rủi ro tài chính"
SV0876,"theo dõi các trang TechCrunch, Hacker News, viết blog cá nhân, lập kế hoạch học tập, vẽ digital art, chơi Rubik","ứng dụng trí tuệ nhân tạo trong kinh doanh, làm việc với Git, kiểm toán nội bộ và bên ngoài, viết báo cáo, thiết kế trải nghiệm sự kiện"
SV0877,"xem livestream hackathon, xây web cá nhân, nghe podcast UX/UI, chơi nhạc cụ, đọc sách","kiến trúc đô thị thông minh, xử lý dữ liệu với Pandas, tự động hóa quy trình bằng điều khiển thông minh, xây dựng mô hình học máy nâng cao, ứng dụng trí tuệ nhân tạo trong kinh doanh"
